report_id,title,description,area,time_of_day,population_density,distance_to_school_km,complaint_age_hours,nearby_open_reports,brightness,edge_density,red_ratio,brown_ratio,green_ratio,blue_ratio,issue_type,severity_score,priority,recommended_team
CP-00860,Trash near Ulsoor,trash reported at Ulsoor during morning. night needs attention from city staff.,Ulsoor,morning,0.44,3.44,4,9,40.17,0.842,0.059,0.525,0.581,0.173,Garbage,83,P1 Emergency,Sanitation team
CP-00861,Dumped Bags near Jayanagar,dumped bags reported at Jayanagar during afternoon.  needs attention from city staff.,Jayanagar,afternoon,0.3,3.18,68,1,103.56,0.844,0.211,0.452,0.589,0.315,Garbage,71,P2 High,Sanitation team
CP-00862,Electric Pole near Ulsoor,electric pole reported at Ulsoor during night. dangerous night needs attention from city staff.,Ulsoor,night,0.38,2.43,49,8,55.47,0.675,0.218,0.507,0.506,0.346,Broken Light,97,P1 Emergency,Electrical team
CP-00863,Car Wallpaper upload,car wallpaper image captured at Ulsoor during night. Non-civic content without a public infrastructure problem.,Ulsoor,night,0.92,2.07,11,0,146.71,0.272,0.252,0.019,0.126,0.212,Unsupported,25,P4 Low,Manual review
CP-00864,Illustration upload,illustration image captured at Koramangala during afternoon. Non-civic content without a public infrastructure problem.,Koramangala,afternoon,0.8,3.19,5,2,137.41,0.413,0.504,0.135,0.037,0.218,Unsupported,22,P4 Low,Manual review
CP-00865,Digital Render upload,digital render image captured at Richmond Road during morning. Non-civic content without a public infrastructure problem.,Richmond Road,morning,0.43,2.6,8,1,173.2,0.241,0.205,0.132,0.135,0.302,Unsupported,22,P4 Low,Manual review
CP-00866,Garbage near MG Road,garbage reported at MG Road during afternoon.  needs attention from city staff.,MG Road,afternoon,0.99,0.36,88,1,95.15,0.398,0.182,0.562,0.492,0.529,Garbage,70,P2 High,Sanitation team
CP-00867,Fallen Tree near Indiranagar,fallen tree reported at Indiranagar during morning. dangerous elderly traffic jam needs attention from city staff.,Indiranagar,morning,0.85,0.75,16,6,97.9,0.501,0.122,0.371,0.215,0.592,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00868,Pothole near Indiranagar,pothole reported at Indiranagar during night. elderly needs attention from city staff.,Indiranagar,night,0.52,0.26,75,4,144.61,0.568,0.105,0.442,0.532,0.286,Pothole,100,P1 Emergency,Roads team
CP-00869,No Lighting near Whitefield,no lighting reported at Whitefield during night.  needs attention from city staff.,Whitefield,night,0.38,0.7,22,6,33.48,0.821,0.059,0.206,0.098,0.167,Broken Light,74,P2 High,Night safety crew
CP-00870,Blocked Lane near MG Road,blocked lane reported at MG Road during morning. accident risk school needs attention from city staff.,MG Road,morning,0.65,1.75,77,9,35.69,0.603,0.132,0.423,0.404,0.637,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00871,Waste Pile near Whitefield,waste pile reported at Whitefield during night. traffic jam school needs attention from city staff.,Whitefield,night,0.98,0.69,47,0,78.35,0.278,0.091,0.618,0.556,0.044,Garbage,72,P2 High,Waste collection crew
CP-00872,Construction Debris near Whitefield,construction debris reported at Whitefield during evening. urgent night needs attention from city staff.,Whitefield,evening,0.9,2.74,50,9,128.02,0.499,0.229,0.273,0.397,0.51,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00873,Broken Lamp near Jayanagar,broken lamp reported at Jayanagar during night. elderly night accident risk traffic jam needs attention from city staff.,Jayanagar,night,0.54,2.56,65,6,30.94,0.133,0.082,0.197,0.062,0.253,Broken Light,97,P1 Emergency,Electrical team
CP-00874,Fallen Tree near Koramangala,fallen tree reported at Koramangala during night. accident risk dangerous elderly needs attention from city staff.,Koramangala,night,0.7,1.16,48,9,81.01,0.334,0.142,0.091,0.509,0.029,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00875,Product Photo upload,product photo image captured at Whitefield during evening. Non-civic content without a public infrastructure problem.,Whitefield,evening,0.39,2.93,1,1,168.21,0.33,0.539,0.061,0.077,0.127,Unsupported,22,P4 Low,Manual review
CP-00876,Garbage near Whitefield,garbage reported at Whitefield during morning.  needs attention from city staff.,Whitefield,morning,0.65,2.42,16,7,170.42,0.77,0.26,0.11,0.5,0.27,Garbage,70,P2 High,Waste collection crew
CP-00877,Trash near Whitefield,trash reported at Whitefield during night. accident risk needs attention from city staff.,Whitefield,night,0.92,1.79,59,4,62.73,0.651,0.253,0.334,0.666,0.152,Garbage,95,P1 Emergency,Sanitation team
CP-00878,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during afternoon. school traffic jam children needs attention from city staff.,Richmond Road,afternoon,0.68,1.43,42,6,50.13,0.473,0.058,0.594,0.362,0.709,Water Leak,100,P1 Emergency,Water works team
CP-00879,Construction Debris near Koramangala,construction debris reported at Koramangala during morning.  needs attention from city staff.,Koramangala,morning,0.28,3.23,62,2,136.72,0.135,0.077,0.312,0.469,0.153,Road Block,74,P2 High,Emergency clearing crew
CP-00880,Vehicle Obstruction near Jayanagar,vehicle obstruction reported at Jayanagar during morning. dangerous traffic jam needs attention from city staff.,Jayanagar,morning,0.62,0.62,5,3,39.46,0.398,0.116,0.467,0.295,0.286,Road Block,100,P1 Emergency,Traffic response team
CP-00881,Trash near Koramangala,trash reported at Koramangala during evening. children traffic jam needs attention from city staff.,Koramangala,evening,0.97,1.27,85,3,165.53,0.205,0.068,0.457,0.526,0.174,Garbage,89,P1 Emergency,Sanitation team
CP-00882,Hero Render upload,hero render image captured at Richmond Road during afternoon. Non-civic content without a public infrastructure problem.,Richmond Road,afternoon,0.84,3.46,9,0,172.25,0.139,0.2,0.042,0.137,0.261,Unsupported,19,P4 Low,Manual review
CP-00883,Porsche upload,porsche image captured at MG Road during morning. Non-civic content without a public infrastructure problem.,MG Road,morning,0.52,2.76,5,1,116.69,0.271,0.529,0.117,0.204,0.253,Unsupported,23,P4 Low,Manual review
CP-00884,Trash near Indiranagar,trash reported at Indiranagar during afternoon.  needs attention from city staff.,Indiranagar,afternoon,0.96,3.22,66,0,121.56,0.714,0.103,0.648,0.623,0.693,Garbage,73,P2 High,Sanitation team
CP-00885,Porsche upload,porsche image captured at Richmond Road during afternoon. Non-civic content without a public infrastructure problem.,Richmond Road,afternoon,0.87,2.01,8,1,159.42,0.227,0.288,0.155,0.034,0.056,Unsupported,20,P4 Low,Manual review
CP-00886,Street Light near Koramangala,street light reported at Koramangala during evening. main road needs attention from city staff.,Koramangala,evening,0.36,3.12,10,3,43.4,0.227,0.195,0.34,0.172,0.292,Broken Light,72,P2 High,Night safety crew
CP-00887,Broken Lamp near Koramangala,broken lamp reported at Koramangala during evening. children urgent needs attention from city staff.,Koramangala,evening,0.68,2.81,81,1,29.22,0.44,0.21,0.065,0.32,0.644,Broken Light,80,P1 Emergency,Electrical team
CP-00888,Road Crack near Ulsoor,road crack reported at Ulsoor during night. elderly traffic jam needs attention from city staff.,Ulsoor,night,0.66,1.28,24,0,96.35,0.743,0.064,0.357,0.25,0.128,Pothole,92,P1 Emergency,Roads team
CP-00889,Concept Art upload,concept art image captured at Indiranagar during afternoon. Non-civic content without a public infrastructure problem.,Indiranagar,afternoon,0.68,2.68,3,0,84.8,0.293,0.253,0.093,0.112,0.062,Unsupported,21,P4 Low,Manual review
CP-00890,Flooding near Richmond Road,flooding reported at Richmond Road during afternoon. main road children night accident risk needs attention from city staff.,Richmond Road,afternoon,0.88,3.28,81,9,164.02,0.667,0.107,0.093,0.069,0.505,Water Leak,100,P1 Emergency,Drainage crew
CP-00891,Pothole near Indiranagar,pothole reported at Indiranagar during morning.  needs attention from city staff.,Indiranagar,morning,0.51,0.13,45,7,149.21,0.427,0.101,0.353,0.444,0.213,Pothole,84,P1 Emergency,Emergency roads crew
CP-00892,Broken Lamp near Richmond Road,broken lamp reported at Richmond Road during night. elderly children needs attention from city staff.,Richmond Road,night,0.69,3.24,12,6,10.05,0.404,0.117,0.455,0.038,0.603,Broken Light,85,P1 Emergency,Night safety crew
CP-00893,Overflowing Bin near Ulsoor,overflowing bin reported at Ulsoor during evening. urgent needs attention from city staff.,Ulsoor,evening,0.67,2.18,60,7,32.65,0.821,0.171,0.246,0.408,0.279,Garbage,86,P1 Emergency,Waste collection crew
CP-00894,Crater near MG Road,crater reported at MG Road during afternoon. night needs attention from city staff.,MG Road,afternoon,0.6,2.38,55,4,57.56,0.82,0.109,0.745,0.298,0.598,Pothole,99,P1 Emergency,Emergency roads crew
CP-00895,Flooding near Koramangala,flooding reported at Koramangala during evening. traffic jam accident risk needs attention from city staff.,Koramangala,evening,0.81,1.11,33,1,146.67,0.336,0.06,0.379,0.34,0.636,Water Leak,88,P1 Emergency,Drainage crew
CP-00896,Flooding near Richmond Road,flooding reported at Richmond Road during morning. accident risk needs attention from city staff.,Richmond Road,morning,0.64,2.38,85,8,47.41,0.269,0.178,0.335,0.088,0.69,Water Leak,92,P1 Emergency,Drainage crew
CP-00897,Promo Image upload,promo image image captured at MG Road during afternoon. Non-civic content without a public infrastructure problem.,MG Road,afternoon,0.3,2.4,1,0,107.47,0.112,0.328,0.146,0.038,0.258,Unsupported,22,P4 Low,Manual review
CP-00898,Water Leak near Jayanagar,water leak reported at Jayanagar during afternoon. school traffic jam accident risk urgent needs attention from city staff.,Jayanagar,afternoon,0.92,3.07,14,2,144.61,0.251,0.246,0.23,0.229,0.682,Water Leak,90,P1 Emergency,Drainage crew
CP-00899,Drain Water near Ulsoor,drain water reported at Ulsoor during afternoon. main road elderly children urgent needs attention from city staff.,Ulsoor,afternoon,0.96,0.95,47,8,67.74,0.298,0.112,0.264,0.065,0.605,Water Leak,100,P1 Emergency,Water works team
CP-00900,Trash near Indiranagar,trash reported at Indiranagar during morning. elderly needs attention from city staff.,Indiranagar,morning,0.89,0.72,59,4,49.3,0.422,0.194,0.032,0.512,0.327,Garbage,87,P1 Emergency,Waste collection crew
CP-00901,Fallen Tree near Whitefield,fallen tree reported at Whitefield during evening. urgent night children needs attention from city staff.,Whitefield,evening,0.54,2.06,7,2,161.78,0.629,0.192,0.633,0.252,0.215,Road Block,94,P1 Emergency,Traffic response team
CP-00902,Dark Road near MG Road,dark road reported at MG Road during afternoon. night needs attention from city staff.,MG Road,afternoon,0.65,2.78,47,0,54.6,0.765,0.182,0.197,0.227,0.143,Broken Light,78,P1 Emergency,Electrical team
CP-00903,Trash near MG Road,trash reported at MG Road during morning. school traffic jam needs attention from city staff.,MG Road,morning,0.35,1.43,14,3,52.71,0.088,0.035,0.144,0.574,0.32,Garbage,68,P2 High,Waste collection crew
CP-00904,Electric Pole near Indiranagar,electric pole reported at Indiranagar during evening. urgent children elderly traffic jam needs attention from city staff.,Indiranagar,evening,0.81,1.14,96,0,53.55,0.619,0.083,0.069,0.499,0.639,Broken Light,95,P1 Emergency,Night safety crew
CP-00905,Trash near Koramangala,trash reported at Koramangala during morning. traffic jam needs attention from city staff.,Koramangala,morning,0.35,1.07,9,9,149.52,0.75,0.259,0.03,0.345,0.131,Garbage,92,P1 Emergency,Waste collection crew
CP-00906,Promo Image upload,promo image image captured at Richmond Road during evening. Non-civic content without a public infrastructure problem.,Richmond Road,evening,0.75,2.25,11,2,131.56,0.224,0.546,0.169,0.048,0.114,Unsupported,27,P4 Low,Manual review
CP-00907,Burst Pipe near Indiranagar,burst pipe reported at Indiranagar during evening. night dangerous needs attention from city staff.,Indiranagar,evening,0.7,2.82,75,5,81.64,0.717,0.1,0.18,0.289,0.795,Water Leak,100,P1 Emergency,Water works team
CP-00908,Pothole near MG Road,pothole reported at MG Road during morning. dangerous school urgent needs attention from city staff.,MG Road,morning,0.65,3.38,6,3,131.5,0.937,0.168,0.781,0.414,0.054,Pothole,91,P1 Emergency,Roads team
CP-00909,Burst Pipe near Jayanagar,burst pipe reported at Jayanagar during afternoon. urgent needs attention from city staff.,Jayanagar,afternoon,0.51,2.08,80,9,60.29,0.378,0.18,0.483,0.496,0.398,Water Leak,92,P1 Emergency,Drainage crew
CP-00910,Dark Road near Richmond Road,dark road reported at Richmond Road during afternoon. main road needs attention from city staff.,Richmond Road,afternoon,0.27,3.01,20,2,31.72,0.228,0.2,0.452,0.158,0.618,Broken Light,76,P2 High,Electrical team
CP-00911,Road Crack near Koramangala,road crack reported at Koramangala during evening. traffic jam main road needs attention from city staff.,Koramangala,evening,0.58,3.17,3,4,100.35,0.491,0.157,0.36,0.195,0.204,Pothole,98,P1 Emergency,Emergency roads crew
CP-00912,Broken Lamp near Jayanagar,broken lamp reported at Jayanagar during afternoon.  needs attention from city staff.,Jayanagar,afternoon,0.84,1.6,33,9,53.95,0.233,0.137,0.434,0.105,0.617,Broken Light,79,P1 Emergency,Night safety crew
CP-00913,Flooding near Indiranagar,flooding reported at Indiranagar during afternoon. school needs attention from city staff.,Indiranagar,afternoon,0.26,0.33,52,5,106.84,0.199,0.181,0.037,0.216,0.424,Water Leak,87,P1 Emergency,Water works team
CP-00914,Digital Render upload,digital render image captured at Jayanagar during morning. Non-civic content without a public infrastructure problem.,Jayanagar,morning,0.36,2.32,6,2,155.07,0.221,0.498,0.123,0.21,0.052,Unsupported,24,P4 Low,Manual review
CP-00915,Road Blocked near Indiranagar,road blocked reported at Indiranagar during afternoon. traffic jam needs attention from city staff.,Indiranagar,afternoon,0.74,2.67,6,0,63.62,0.529,0.243,0.464,0.103,0.577,Road Block,77,P2 High,Traffic response team
CP-00916,Race Car upload,race car image captured at Jayanagar during evening. Non-civic content without a public infrastructure problem.,Jayanagar,evening,0.63,3.3,5,1,60.97,0.119,0.516,0.029,0.079,0.196,Unsupported,26,P4 Low,Manual review
CP-00917,Water Filled Hole near Whitefield,water filled hole reported at Whitefield during night. school children traffic jam needs attention from city staff.,Whitefield,night,0.43,1.13,42,6,122.05,0.471,0.248,0.555,0.431,0.101,Pothole,98,P1 Emergency,Roads team
CP-00918,Supercar upload,supercar image captured at Richmond Road during morning. Non-civic content without a public infrastructure problem.,Richmond Road,morning,0.39,2.69,8,2,115.84,0.136,0.405,0.16,0.172,0.236,Unsupported,25,P4 Low,Manual review
CP-00919,Fallen Tree near Whitefield,fallen tree reported at Whitefield during afternoon. accident risk dangerous needs attention from city staff.,Whitefield,afternoon,0.33,1.95,8,3,160.03,0.435,0.035,0.454,0.109,0.021,Road Block,77,P2 High,Traffic response team
CP-00920,Fallen Tree near Richmond Road,fallen tree reported at Richmond Road during morning. main road needs attention from city staff.,Richmond Road,morning,0.25,2.23,42,2,63.22,0.824,0.255,0.366,0.021,0.262,Road Block,96,P1 Emergency,Emergency clearing crew
CP-00921,Vehicle Obstruction near MG Road,vehicle obstruction reported at MG Road during night. urgent needs attention from city staff.,MG Road,night,0.65,1.54,59,6,169.37,0.801,0.074,0.37,0.491,0.62,Road Block,99,P1 Emergency,Emergency clearing crew
CP-00922,Garbage near Richmond Road,garbage reported at Richmond Road during evening. children needs attention from city staff.,Richmond Road,evening,0.73,3.1,70,6,48.33,0.462,0.092,0.368,0.669,0.094,Garbage,83,P1 Emergency,Sanitation team
CP-00923,Dumped Bags near Whitefield,dumped bags reported at Whitefield during afternoon. school dangerous needs attention from city staff.,Whitefield,afternoon,0.51,0.69,95,9,136.53,0.133,0.149,0.466,0.288,0.66,Garbage,100,P1 Emergency,Waste collection crew
